Identifier,Taxa1,Taxa2,Taxa3
SMGC_4535,Virus,Papillomaviridae,Papillomaviridae
SMGC_4539,Virus,Papillomaviridae,Papillomaviridae
SMGC_4536,Virus,Papillomaviridae,Papillomaviridae
SMGC_4533,Virus,Papillomaviridae,Papillomaviridae
SMGC_4534,Virus,Papillomaviridae,Papillomaviridae
SMGC_4537,Virus,Papillomaviridae,Papillomaviridae
SMGC_4542,Virus,Papillomaviridae,Papillomaviridae
SMGC_4531,Virus,Papillomaviridae,Papillomaviridae
SMGC_4530,Virus,Papillomaviridae,Papillomaviridae
SMGC_4545,Virus,Papillomaviridae,Papillomaviridae
SMGC_4544,Virus,Papillomaviridae,Papillomaviridae
SMGC_4538,Virus,Papillomaviridae,Papillomaviridae
SMGC_4553,Virus,Poxviridae,Poxviridae
SMGC_4549,Virus,Papillomaviridae,Papillomaviridae
SMGC_4556,Virus,Papillomaviridae,Papillomaviridae
SMGC_4562,Virus,Papillomaviridae,Papillomaviridae
SMGC_4551,Virus,Papillomaviridae,Papillomaviridae
SMGC_4561,Virus,Papillomaviridae,Papillomaviridae
SMGC_4547,Virus,Papillomaviridae,Papillomaviridae
SMGC_4548,Virus,Papillomaviridae,Papillomaviridae
SMGC_4546,Virus,Papillomaviridae,Papillomaviridae
SMGC_4550,Virus,Papillomaviridae,Papillomaviridae
SMGC_4552,Virus,Papillomaviridae,Papillomaviridae
SMGC_4559,Virus,Papillomaviridae,Papillomaviridae
SMGC_4554,Virus,Papillomaviridae,Papillomaviridae
SMGC_4557,Virus,Papillomaviridae,Papillomaviridae
SMGC_4560,Virus,Papillomaviridae,Papillomaviridae
SMGC_4555,Virus,Papillomaviridae,Papillomaviridae
SMGC_4558,Virus,Papillomaviridae,Papillomaviridae
SMGC_4571,Virus,Siphoviridae,Siphoviridae
SMGC_4576,Virus,Podoviridae,Podoviridae
SMGC_4572,Virus,Siphoviridae,Siphoviridae
SMGC_4574,Virus,Siphoviridae,Siphoviridae
SMGC_4577,Virus,Siphoviridae,Siphoviridae
SMGC_4575,Virus,Podoviridae,Podoviridae
SMGC_4566,Virus,Siphoviridae,Siphoviridae
SMGC_4565,Virus,Papillomaviridae,Papillomaviridae
SMGC_4570,Virus,Papillomaviridae,Papillomaviridae
SMGC_4573,Virus,Papillomaviridae,Papillomaviridae
SMGC_4567,Virus,Papillomaviridae,Papillomaviridae
SMGC_4564,Virus,Papillomaviridae,Papillomaviridae
SMGC_4569,Virus,Papillomaviridae,Papillomaviridae
SMGC_4563,Virus,Siphoviridae,Siphoviridae
SMGC_4568,Virus,Papillomaviridae,Papillomaviridae
SMGC_4581,Virus,Papillomaviridae,Papillomaviridae
SMGC_4584,Virus,Papillomaviridae,Papillomaviridae
SMGC_4588,Virus,Papillomaviridae,Papillomaviridae
SMGC_4580,Virus,Papillomaviridae,Papillomaviridae
SMGC_4590,Virus,Papillomaviridae,Papillomaviridae
SMGC_4589,Virus,Papillomaviridae,Papillomaviridae
SMGC_4579,Virus,Papillomaviridae,Papillomaviridae
SMGC_4587,Virus,Papillomaviridae,Papillomaviridae
SMGC_4585,Virus,Papillomaviridae,Papillomaviridae
SMGC_4578,Virus,Papillomaviridae,Papillomaviridae
SMGC_4583,Virus,Papillomaviridae,Papillomaviridae
SMGC_4586,Virus,Papillomaviridae,Papillomaviridae
SMGC_4582,Virus,Papillomaviridae,Papillomaviridae
SMGC_4596,Virus,Siphoviridae,Siphoviridae
SMGC_4601,Virus,Siphoviridae,Siphoviridae
SMGC_4606,Virus,Siphoviridae,Siphoviridae
SMGC_4602,Virus,Siphoviridae,Siphoviridae
SMGC_4609,Virus,Siphoviridae,Siphoviridae
SMGC_4593,Virus,Siphoviridae,Siphoviridae
SMGC_4592,Virus,Myoviridae,Myoviridae
SMGC_4595,Virus,Siphoviridae,Siphoviridae
SMGC_4591,Virus,Siphoviridae,Siphoviridae
SMGC_4604,Virus,Siphoviridae,Siphoviridae
SMGC_4594,Virus,Myoviridae,Myoviridae
SMGC_4603,Virus,Siphoviridae,Siphoviridae
SMGC_4599,Virus,Siphoviridae,Siphoviridae
SMGC_4597,Virus,Siphoviridae,Siphoviridae
SMGC_4598,Virus,Siphoviridae,Siphoviridae
SMGC_4611,Virus,Other,Other
SMGC_4607,Virus,Papillomaviridae,Papillomaviridae
SMGC_4605,Virus,Papillomaviridae,Papillomaviridae
SMGC_4608,Virus,Papillomaviridae,Papillomaviridae
SMGC_4610,Virus,Siphoviridae,Siphoviridae
SMGC_4600,Virus,Papillomaviridae,Papillomaviridae
SMGC_4614,Virus,Siphoviridae,Siphoviridae
SMGC_4612,Virus,Siphoviridae,Siphoviridae
SMGC_4613,Virus,Siphoviridae,Siphoviridae
SMGC_4616,Virus,Siphoviridae,Siphoviridae
SMGC_4617,Virus,Poxviridae,Poxviridae
SMGC_4615,Virus,Siphoviridae,Siphoviridae
SMGC_4618,Virus,Papillomaviridae,Papillomaviridae
SMGC_4622,Virus,Siphoviridae,Siphoviridae
SMGC_4627,Virus,Siphoviridae,Siphoviridae
SMGC_4623,Virus,Siphoviridae,Siphoviridae
SMGC_4628,Virus,Siphoviridae,Siphoviridae
SMGC_4624,Virus,Siphoviridae,Siphoviridae
SMGC_4626,Virus,Siphoviridae,Siphoviridae
SMGC_4620,Virus,Siphoviridae,Siphoviridae
SMGC_4625,Virus,Papillomaviridae,Papillomaviridae
SMGC_4629,Virus,Papillomaviridae,Papillomaviridae
SMGC_4630,Virus,Papillomaviridae,Papillomaviridae
SMGC_4621,Virus,Papillomaviridae,Papillomaviridae
SMGC_4619,Virus,Papillomaviridae,Papillomaviridae
SMGC_4634,Virus,Papillomaviridae,Papillomaviridae
SMGC_4632,Virus,Papillomaviridae,Papillomaviridae
SMGC_4633,Virus,Papillomaviridae,Papillomaviridae
SMGC_4636,Virus,Papillomaviridae,Papillomaviridae
SMGC_4631,Virus,Papillomaviridae,Papillomaviridae
SMGC_4635,Virus,Papillomaviridae,Papillomaviridae
SMGC_4641,Virus,Myoviridae,Myoviridae
SMGC_4647,Virus,Myoviridae,Myoviridae
SMGC_4642,Virus,Myoviridae,Myoviridae
SMGC_4648,Virus,Papillomaviridae,Papillomaviridae
SMGC_4645,Virus,Papillomaviridae,Papillomaviridae
SMGC_4644,Virus,Papillomaviridae,Papillomaviridae
SMGC_4640,Virus,Papillomaviridae,Papillomaviridae
SMGC_4646,Virus,Papillomaviridae,Papillomaviridae
SMGC_4643,Virus,Papillomaviridae,Papillomaviridae
SMGC_4639,Virus,Papillomaviridae,Papillomaviridae
SMGC_4637,Virus,Papillomaviridae,Papillomaviridae
SMGC_4638,Virus,Papillomaviridae,Papillomaviridae
SMGC_4665,Virus,Siphoviridae,Siphoviridae
SMGC_4659,Virus,Siphoviridae,Siphoviridae
SMGC_4654,Virus,Siphoviridae,Siphoviridae
SMGC_4658,Virus,Siphoviridae,Siphoviridae
SMGC_4670,Virus,Siphoviridae,Siphoviridae
SMGC_4650,Virus,Siphoviridae,Siphoviridae
SMGC_4656,Virus,Siphoviridae,Siphoviridae
SMGC_4651,Virus,Siphoviridae,Siphoviridae
SMGC_4669,Virus,Siphoviridae,Siphoviridae
SMGC_4668,Virus,Siphoviridae,Siphoviridae
SMGC_4673,Virus,Myoviridae,Myoviridae
SMGC_4666,Virus,Siphoviridae,Siphoviridae
SMGC_4671,Virus,Siphoviridae,Siphoviridae
SMGC_4662,Virus,Siphoviridae,Siphoviridae
SMGC_4660,Virus,Other,Other
SMGC_4667,Virus,Other,Other
SMGC_4653,Virus,Unassigned,Unassigned
SMGC_4661,Virus,Siphoviridae,Siphoviridae
SMGC_4652,Virus,Unassigned,Unassigned
SMGC_4664,Virus,Other,Other
SMGC_4655,Virus,Unassigned,Unassigned
SMGC_4649,Virus,Siphoviridae,Siphoviridae
SMGC_4657,Virus,Podoviridae,Podoviridae
SMGC_4663,Virus,Other,Other
SMGC_4672,Virus,Siphoviridae,Siphoviridae
SMGC_4674,Virus,Siphoviridae,Siphoviridae
SMGC_4679,Virus,Siphoviridae,Siphoviridae
SMGC_4676,Virus,Other,Other
SMGC_4677,Virus,Podoviridae,Podoviridae
SMGC_4675,Virus,Unassigned,Unassigned
SMGC_4678,Virus,Unassigned,Unassigned
SMGC_4680,Virus,Papillomaviridae,Papillomaviridae
SMGC_4681,Virus,Papillomaviridae,Papillomaviridae
SMGC_4684,Virus,Myoviridae,Myoviridae
SMGC_4682,Virus,Unassigned,Unassigned
SMGC_4683,Virus,Other,Other
SMGC_4686,Virus,Siphoviridae,Siphoviridae
SMGC_4687,Virus,Siphoviridae,Siphoviridae
SMGC_4685,Virus,Other,Other
SMGC_4688,Virus,Siphoviridae,Siphoviridae
SMGC_4689,Virus,Papillomaviridae,Papillomaviridae
SMGC_4690,Virus,Siphoviridae,Siphoviridae
SMGC_4691,Virus,Papillomaviridae,Papillomaviridae
SMGC_4692,Virus,Papillomaviridae,Papillomaviridae
SMGC_4693,Virus,Podoviridae,Podoviridae
SMGC_4694,Virus,Siphoviridae,Siphoviridae
SMGC_4695,Virus,Siphoviridae,Siphoviridae
SMGC_4696,Virus,Siphoviridae,Siphoviridae
SMGC_4697,Virus,Siphoviridae,Siphoviridae
SMGC_4698,Virus,Siphoviridae,Siphoviridae
SMGC_4700,Virus,Myoviridae,Myoviridae
SMGC_4699,Virus,Other,Other
SMGC_4701,Virus,Unassigned,Unassigned
SMGC_4702,Virus,Other,Other
SMGC_4703,Virus,Siphoviridae,Siphoviridae
SMGC_4704,Virus,Other,Other
SMGC_4706,Virus,Siphoviridae,Siphoviridae
SMGC_4705,Virus,Siphoviridae,Siphoviridae
SMGC_4707,Virus,Siphoviridae,Siphoviridae
SMGC_4708,Virus,Siphoviridae,Siphoviridae
SMGC_4709,Virus,Papillomaviridae,Papillomaviridae
SMGC_4710,Virus,Other,Other
SMGC_4714,Virus,Siphoviridae,Siphoviridae
SMGC_4716,Virus,Siphoviridae,Siphoviridae
SMGC_4711,Virus,Siphoviridae,Siphoviridae
SMGC_4715,Virus,Siphoviridae,Siphoviridae
SMGC_4713,Virus,Other,Other
SMGC_4712,Virus,Siphoviridae,Siphoviridae
SMGC_4717,Virus,Siphoviridae,Siphoviridae
SMGC_4718,Virus,Siphoviridae,Siphoviridae
SMGC_4719,Virus,Siphoviridae,Siphoviridae
SMGC_4720,Virus,Myoviridae,Myoviridae
SMGC_4721,Virus,Siphoviridae,Siphoviridae
SMGC_4725,Virus,Siphoviridae,Siphoviridae
SMGC_4724,Virus,Siphoviridae,Siphoviridae
SMGC_4722,Virus,Siphoviridae,Siphoviridae
SMGC_4723,Virus,Other,Other
SMGC_4726,Virus,Siphoviridae,Siphoviridae
SMGC_4728,Virus,Siphoviridae,Siphoviridae
SMGC_4729,Virus,Siphoviridae,Siphoviridae
SMGC_4727,Virus,Siphoviridae,Siphoviridae
SMGC_4730,Virus,Siphoviridae,Siphoviridae
SMGC_4731,Virus,Papillomaviridae,Papillomaviridae
SMGC_4732,Virus,Siphoviridae,Siphoviridae
SMGC_4739,Virus,Podoviridae,Podoviridae
SMGC_4736,Virus,Siphoviridae,Siphoviridae
SMGC_4733,Virus,Siphoviridae,Siphoviridae
SMGC_4741,Virus,Siphoviridae,Siphoviridae
SMGC_4738,Virus,Siphoviridae,Siphoviridae
SMGC_4734,Virus,Siphoviridae,Siphoviridae
SMGC_4737,Virus,Other,Other
SMGC_4735,Virus,Siphoviridae,Siphoviridae
SMGC_4740,Virus,Other,Other
SMGC_4742,Virus,Other,Other
SMGC_4743,Virus,Siphoviridae,Siphoviridae
SMGC_4749,Virus,Siphoviridae,Siphoviridae
SMGC_4747,Virus,Siphoviridae,Siphoviridae
SMGC_4744,Virus,Siphoviridae,Siphoviridae
SMGC_4748,Virus,Siphoviridae,Siphoviridae
SMGC_4745,Virus,Siphoviridae,Siphoviridae
SMGC_4746,Virus,Siphoviridae,Siphoviridae
SMGC_4750,Virus,Siphoviridae,Siphoviridae
SMGC_4751,Virus,Papillomaviridae,Papillomaviridae
SMGC_4752,Virus,Siphoviridae,Siphoviridae
SMGC_4754,Virus,Siphoviridae,Siphoviridae
SMGC_4753,Virus,Siphoviridae,Siphoviridae
SMGC_4755,Virus,Papillomaviridae,Papillomaviridae
SMGC_4756,Virus,Papillomaviridae,Papillomaviridae
SMGC_4760,Virus,Siphoviridae,Siphoviridae
SMGC_4759,Virus,Siphoviridae,Siphoviridae
SMGC_4757,Virus,Siphoviridae,Siphoviridae
SMGC_4761,Virus,Siphoviridae,Siphoviridae
SMGC_4758,Virus,Papillomaviridae,Papillomaviridae
SMGC_4763,Virus,Other,Other
SMGC_4762,Virus,Other,Other
SMGC_4764,Virus,Papillomaviridae,Papillomaviridae
SMGC_4765,Virus,Papillomaviridae,Papillomaviridae
SMGC_4766,Virus,Papillomaviridae,Papillomaviridae
SMGC_4769,Virus,Podoviridae,Podoviridae
SMGC_4768,Virus,Siphoviridae,Siphoviridae
SMGC_4770,Virus,Podoviridae,Podoviridae
SMGC_4767,Virus,Siphoviridae,Siphoviridae
SMGC_4771,Virus,Papillomaviridae,Papillomaviridae
SMGC_4772,Virus,Siphoviridae,Siphoviridae
SMGC_4773,Virus,Siphoviridae,Siphoviridae
SMGC_4775,Virus,Siphoviridae,Siphoviridae
SMGC_4774,Virus,Siphoviridae,Siphoviridae
SMGC_4776,Virus,Siphoviridae,Siphoviridae
SMGC_4781,Virus,Other,Other
SMGC_4779,Virus,Siphoviridae,Siphoviridae
SMGC_4778,Virus,Siphoviridae,Siphoviridae
SMGC_4777,Virus,Siphoviridae,Siphoviridae
SMGC_4780,Virus,Other,Other
SMGC_4782,Virus,Papillomaviridae,Papillomaviridae
SMGC_4783,Virus,Siphoviridae,Siphoviridae
SMGC_4784,Virus,Papillomaviridae,Papillomaviridae
SMGC_4785,Virus,Papillomaviridae,Papillomaviridae
SMGC_4786,Virus,Siphoviridae,Siphoviridae
SMGC_4787,Virus,Siphoviridae,Siphoviridae
SMGC_4788,Virus,Siphoviridae,Siphoviridae
SMGC_4791,Virus,Siphoviridae,Siphoviridae
SMGC_4790,Virus,Siphoviridae,Siphoviridae
SMGC_4789,Virus,Siphoviridae,Siphoviridae
SMGC_4792,Virus,Siphoviridae,Siphoviridae
SMGC_4793,Virus,Siphoviridae,Siphoviridae
SMGC_4802,Virus,Siphoviridae,Siphoviridae
SMGC_4798,Virus,Siphoviridae,Siphoviridae
SMGC_4800,Virus,Siphoviridae,Siphoviridae
SMGC_4799,Virus,Other,Other
SMGC_4801,Virus,Other,Other
SMGC_4796,Virus,Siphoviridae,Siphoviridae
SMGC_4797,Virus,Other,Other
SMGC_4795,Virus,Baculoviridae,Baculoviridae
SMGC_4803,Virus,Other,Other
SMGC_4794,Virus,Other,Other
SMGC_4804,Virus,Siphoviridae,Siphoviridae
SMGC_4805,Virus,Siphoviridae,Siphoviridae
SMGC_4806,Virus,Siphoviridae,Siphoviridae
SMGC_4807,Virus,Siphoviridae,Siphoviridae
SMGC_4809,Virus,Siphoviridae,Siphoviridae
SMGC_4808,Virus,Other,Other
SMGC_4810,Virus,Siphoviridae,Siphoviridae
SMGC_4811,Virus,Papillomaviridae,Papillomaviridae
SMGC_4812,Virus,Papillomaviridae,Papillomaviridae
SMGC_4813,Virus,Papillomaviridae,Papillomaviridae
SMGC_4814,Virus,Papillomaviridae,Papillomaviridae
SMGC_4817,Virus,Siphoviridae,Siphoviridae
SMGC_4816,Virus,Myoviridae,Myoviridae
SMGC_4815,Virus,Siphoviridae,Siphoviridae
SMGC_4829,Virus,Siphoviridae,Siphoviridae
SMGC_4824,Virus,Myoviridae,Myoviridae
SMGC_4826,Virus,Siphoviridae,Siphoviridae
SMGC_4822,Virus,Myoviridae,Myoviridae
SMGC_4828,Virus,Siphoviridae,Siphoviridae
SMGC_4827,Virus,Myoviridae,Myoviridae
SMGC_4825,Virus,Siphoviridae,Siphoviridae
SMGC_4818,Virus,Inoviridae,Inoviridae
SMGC_4820,Virus,Siphoviridae,Siphoviridae
SMGC_4823,Virus,Papillomaviridae,Papillomaviridae
SMGC_4819,Virus,Poxviridae,Poxviridae
SMGC_4821,Virus,Siphoviridae,Siphoviridae
SMGC_4840,Virus,Siphoviridae,Siphoviridae
SMGC_4839,Virus,Siphoviridae,Siphoviridae
SMGC_4832,Virus,Siphoviridae,Siphoviridae
SMGC_4836,Virus,Papillomaviridae,Papillomaviridae
SMGC_4835,Virus,Siphoviridae,Siphoviridae
SMGC_4841,Virus,Papillomaviridae,Papillomaviridae
SMGC_4838,Virus,Papillomaviridae,Papillomaviridae
SMGC_4842,Virus,Papillomaviridae,Papillomaviridae
SMGC_4833,Virus,Papillomaviridae,Papillomaviridae
SMGC_4831,Virus,Papillomaviridae,Papillomaviridae
SMGC_4837,Virus,Papillomaviridae,Papillomaviridae
SMGC_4830,Virus,Other,Other
SMGC_4834,Virus,Unassigned,Unassigned
SMGC_4843,Virus,Papillomaviridae,Papillomaviridae
SMGC_4857,Virus,Siphoviridae,Siphoviridae
SMGC_4846,Virus,Siphoviridae,Siphoviridae
SMGC_4862,Virus,Siphoviridae,Siphoviridae
SMGC_4859,Virus,Siphoviridae,Siphoviridae
SMGC_4845,Virus,Other,Other
SMGC_4860,Virus,Siphoviridae,Siphoviridae
SMGC_4867,Virus,Siphoviridae,Siphoviridae
SMGC_4852,Virus,Siphoviridae,Siphoviridae
SMGC_4854,Virus,Siphoviridae,Siphoviridae
SMGC_4849,Virus,Siphoviridae,Siphoviridae
SMGC_4844,Virus,Siphoviridae,Siphoviridae
SMGC_4856,Virus,Other,Other
SMGC_4850,Virus,Siphoviridae,Siphoviridae
SMGC_4866,Virus,Unassigned,Unassigned
SMGC_4864,Virus,Siphoviridae,Siphoviridae
SMGC_4861,Virus,Siphoviridae,Siphoviridae
SMGC_4863,Virus,Unassigned,Unassigned
SMGC_4848,Virus,Siphoviridae,Siphoviridae
SMGC_4868,Virus,Other,Other
SMGC_4865,Virus,Papillomaviridae,Papillomaviridae
SMGC_4851,Virus,Other,Other
SMGC_4855,Virus,Siphoviridae,Siphoviridae
SMGC_4858,Virus,Other,Other
SMGC_4847,Virus,Siphoviridae,Siphoviridae
SMGC_4853,Virus,Siphoviridae,Siphoviridae
SMGC_4870,Virus,Siphoviridae,Siphoviridae
SMGC_4876,Virus,Siphoviridae,Siphoviridae
SMGC_4889,Virus,Siphoviridae,Siphoviridae
SMGC_4879,Virus,Podoviridae,Podoviridae
SMGC_4882,Virus,Unassigned,Unassigned
SMGC_4884,Virus,Siphoviridae,Siphoviridae
SMGC_4869,Virus,Podoviridae,Podoviridae
SMGC_4896,Virus,Siphoviridae,Siphoviridae
SMGC_4887,Virus,Siphoviridae,Siphoviridae
SMGC_4895,Virus,Siphoviridae,Siphoviridae
SMGC_4872,Virus,Siphoviridae,Siphoviridae
SMGC_4885,Virus,Siphoviridae,Siphoviridae
SMGC_4871,Virus,Siphoviridae,Siphoviridae
SMGC_4881,Virus,Siphoviridae,Siphoviridae
SMGC_4888,Virus,Myoviridae,Myoviridae
SMGC_4890,Virus,Siphoviridae,Siphoviridae
SMGC_4891,Virus,Herpesviridae,Herpesviridae
SMGC_4894,Virus,Siphoviridae,Siphoviridae
SMGC_4893,Virus,Other,Other
SMGC_4900,Virus,Unassigned,Unassigned
SMGC_4892,Virus,Other,Other
SMGC_4883,Virus,Other,Other
SMGC_4878,Virus,Papillomaviridae,Papillomaviridae
SMGC_4877,Virus,Siphoviridae,Siphoviridae
SMGC_4886,Virus,Papillomaviridae,Papillomaviridae
SMGC_4875,Virus,Papillomaviridae,Papillomaviridae
SMGC_4880,Virus,Papillomaviridae,Papillomaviridae
SMGC_4873,Virus,Papillomaviridae,Papillomaviridae
SMGC_4874,Virus,Papillomaviridae,Papillomaviridae
SMGC_4899,Virus,Papillomaviridae,Papillomaviridae
SMGC_4897,Virus,Papillomaviridae,Papillomaviridae
SMGC_4898,Virus,Other,Other
SMGC_4907,Virus,Papillomaviridae,Papillomaviridae
SMGC_4903,Virus,Papillomaviridae,Papillomaviridae
SMGC_4906,Virus,Papillomaviridae,Papillomaviridae
SMGC_4908,Virus,Papillomaviridae,Papillomaviridae
SMGC_4905,Virus,Papillomaviridae,Papillomaviridae
SMGC_4904,Virus,Papillomaviridae,Papillomaviridae
SMGC_4902,Virus,Papillomaviridae,Papillomaviridae
SMGC_4901,Virus,Papillomaviridae,Papillomaviridae
SMGC_4910,Virus,Siphoviridae,Siphoviridae
SMGC_4913,Virus,Siphoviridae,Siphoviridae
SMGC_4914,Virus,Siphoviridae,Siphoviridae
SMGC_4911,Virus,Siphoviridae,Siphoviridae
SMGC_4916,Virus,Other,Other
SMGC_4917,Virus,Myoviridae,Myoviridae
SMGC_4912,Virus,Siphoviridae,Siphoviridae
SMGC_4918,Virus,Myoviridae,Myoviridae
SMGC_4909,Virus,Siphoviridae,Siphoviridae
SMGC_4915,Virus,Papillomaviridae,Papillomaviridae
SMGC_4920,Virus,Siphoviridae,Siphoviridae
SMGC_4919,Virus,Other,Other
SMGC_4921,Virus,Papillomaviridae,Papillomaviridae
SMGC_4922,Virus,Papillomaviridae,Papillomaviridae
SMGC_4926,Virus,Siphoviridae,Siphoviridae
SMGC_4924,Virus,Siphoviridae,Siphoviridae
SMGC_4923,Virus,Siphoviridae,Siphoviridae
SMGC_4931,Virus,Unassigned,Unassigned
SMGC_4927,Virus,Poxviridae,Poxviridae
SMGC_4930,Virus,Myoviridae,Myoviridae
SMGC_4928,Virus,Other,Other
SMGC_4925,Virus,Siphoviridae,Siphoviridae
SMGC_4929,Virus,Siphoviridae,Siphoviridae
SMGC_4935,Virus,Papillomaviridae,Papillomaviridae
SMGC_4932,Virus,Papillomaviridae,Papillomaviridae
SMGC_4934,Virus,Papillomaviridae,Papillomaviridae
SMGC_4933,Virus,Papillomaviridae,Papillomaviridae
SMGC_4936,Virus,Siphoviridae,Siphoviridae
SMGC_4937,Virus,Papillomaviridae,Papillomaviridae
SMGC_4938,Virus,Papillomaviridae,Papillomaviridae
SMGC_4940,Virus,Papillomaviridae,Papillomaviridae
SMGC_4941,Virus,Papillomaviridae,Papillomaviridae
SMGC_4939,Virus,Papillomaviridae,Papillomaviridae
SMGC_4955,Virus,Siphoviridae,Siphoviridae
SMGC_4951,Virus,Siphoviridae,Siphoviridae
SMGC_4952,Virus,Siphoviridae,Siphoviridae
SMGC_4957,Virus,Siphoviridae,Siphoviridae
SMGC_4950,Virus,Siphoviridae,Siphoviridae
SMGC_4949,Virus,Siphoviridae,Siphoviridae
SMGC_4942,Virus,Siphoviridae,Siphoviridae
SMGC_4943,Virus,Siphoviridae,Siphoviridae
SMGC_4945,Virus,Siphoviridae,Siphoviridae
SMGC_4946,Virus,Siphoviridae,Siphoviridae
SMGC_4948,Virus,Other,Other
SMGC_4944,Virus,Other,Other
SMGC_4956,Virus,Papillomaviridae,Papillomaviridae
SMGC_4953,Virus,Siphoviridae,Siphoviridae
SMGC_4947,Virus,Siphoviridae,Siphoviridae
SMGC_4954,Virus,Other,Other
SMGC_4958,Virus,Papillomaviridae,Papillomaviridae
SMGC_4959,Virus,Papillomaviridae,Papillomaviridae
SMGC_4961,Virus,Myoviridae,Myoviridae
SMGC_4960,Virus,Papillomaviridae,Papillomaviridae
SMGC_4970,Virus,Siphoviridae,Siphoviridae
SMGC_4968,Virus,Siphoviridae,Siphoviridae
SMGC_4971,Virus,Siphoviridae,Siphoviridae
SMGC_4969,Virus,Papillomaviridae,Papillomaviridae
SMGC_4966,Virus,Papillomaviridae,Papillomaviridae
SMGC_4963,Virus,Papillomaviridae,Papillomaviridae
SMGC_4964,Virus,Papillomaviridae,Papillomaviridae
SMGC_4965,Virus,Papillomaviridae,Papillomaviridae
SMGC_4962,Virus,Other,Other
SMGC_4967,Virus,Other,Other
SMGC_4976,Virus,Papillomaviridae,Papillomaviridae
SMGC_4973,Virus,Papillomaviridae,Papillomaviridae
SMGC_4978,Virus,Papillomaviridae,Papillomaviridae
SMGC_4974,Virus,Papillomaviridae,Papillomaviridae
SMGC_4977,Virus,Papillomaviridae,Papillomaviridae
SMGC_4972,Virus,Papillomaviridae,Papillomaviridae
SMGC_4981,Virus,Papillomaviridae,Papillomaviridae
SMGC_4980,Virus,Papillomaviridae,Papillomaviridae
SMGC_4982,Virus,Papillomaviridae,Papillomaviridae
SMGC_4975,Virus,Papillomaviridae,Papillomaviridae
SMGC_4979,Virus,Papillomaviridae,Papillomaviridae
SMGC_4983,Virus,Papillomaviridae,Papillomaviridae
SMGC_4986,Virus,Papillomaviridae,Papillomaviridae
SMGC_4985,Virus,Papillomaviridae,Papillomaviridae
SMGC_4984,Virus,Papillomaviridae,Papillomaviridae
SMGC_4988,Virus,Myoviridae,Myoviridae
SMGC_4989,Virus,Siphoviridae,Siphoviridae
SMGC_4990,Virus,Unassigned,Unassigned
SMGC_4987,Virus,Papillomaviridae,Papillomaviridae
SMGC_4992,Virus,Papillomaviridae,Papillomaviridae
SMGC_4994,Virus,Papillomaviridae,Papillomaviridae
SMGC_4993,Virus,Papillomaviridae,Papillomaviridae
SMGC_4991,Virus,Siphoviridae,Siphoviridae
SMGC_4996,Virus,Siphoviridae,Siphoviridae
SMGC_4998,Virus,Siphoviridae,Siphoviridae
SMGC_4997,Virus,Siphoviridae,Siphoviridae
SMGC_4995,Virus,Papillomaviridae,Papillomaviridae
SMGC_4999,Virus,Papillomaviridae,Papillomaviridae
SMGC_5008,Virus,Papillomaviridae,Papillomaviridae
SMGC_5004,Virus,Papillomaviridae,Papillomaviridae
SMGC_5000,Virus,Papillomaviridae,Papillomaviridae
SMGC_5007,Virus,Papillomaviridae,Papillomaviridae
SMGC_5001,Virus,Papillomaviridae,Papillomaviridae
SMGC_5005,Virus,Papillomaviridae,Papillomaviridae
SMGC_5003,Virus,Papillomaviridae,Papillomaviridae
SMGC_5002,Virus,Papillomaviridae,Papillomaviridae
SMGC_5006,Virus,Papillomaviridae,Papillomaviridae
SMGC_5010,Virus,Papillomaviridae,Papillomaviridae
SMGC_5009,Virus,Papillomaviridae,Papillomaviridae
SMGC_5011,Virus,Papillomaviridae,Papillomaviridae
SMGC_5018,Virus,Papillomaviridae,Papillomaviridae
SMGC_5012,Virus,Papillomaviridae,Papillomaviridae
SMGC_5013,Virus,Siphoviridae,Siphoviridae
SMGC_5015,Virus,Papillomaviridae,Papillomaviridae
SMGC_5016,Virus,Papillomaviridae,Papillomaviridae
SMGC_5017,Virus,Papillomaviridae,Papillomaviridae
SMGC_5014,Virus,Papillomaviridae,Papillomaviridae
SMGC_5019,Virus,Siphoviridae,Siphoviridae
SMGC_5021,Virus,Papillomaviridae,Papillomaviridae
SMGC_5023,Virus,Papillomaviridae,Papillomaviridae
SMGC_5020,Virus,Papillomaviridae,Papillomaviridae
SMGC_5022,Virus,Papillomaviridae,Papillomaviridae
SMGC_5025,Virus,Poxviridae,Poxviridae
SMGC_5027,Virus,Papillomaviridae,Papillomaviridae
SMGC_5024,Virus,Papillomaviridae,Papillomaviridae
SMGC_5026,Virus,Papillomaviridae,Papillomaviridae
SMGC_5033,Virus,Siphoviridae,Siphoviridae
SMGC_5028,Virus,Podoviridae,Podoviridae
SMGC_5030,Virus,Siphoviridae,Siphoviridae
SMGC_5041,Virus,Poxviridae,Poxviridae
SMGC_5036,Virus,Papillomaviridae,Papillomaviridae
SMGC_5031,Virus,Papillomaviridae,Papillomaviridae
SMGC_5038,Virus,Papillomaviridae,Papillomaviridae
SMGC_5039,Virus,Papillomaviridae,Papillomaviridae
SMGC_5040,Virus,Papillomaviridae,Papillomaviridae
SMGC_5035,Virus,Papillomaviridae,Papillomaviridae
SMGC_5037,Virus,Siphoviridae,Siphoviridae
SMGC_5029,Virus,Siphoviridae,Siphoviridae
